CUSTOMER,Tahun,Bulan OK,NO REK, NO.OK , NAMA BARANG ,  PEMAKAIAN BAHAN BAKU ,  Waste_Total @Kg , Waste %
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3555.020,OK/TAB/24/IX/00335,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB TUTTI FRUTTI 20G/ID) 326279 100 GSM X 110 MM X 700 M,2580.5,540,20.93%
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3102.006,OK/TAB/24/IX/00313,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 14P 37G PROCESS BLUE/EXP) 300078 50 GSM X 161 MM X 1000 M,1124,46.41,4.13%
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3102.006,OK/TAB/24/X/00057,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 14P 37G PROCESS BLUE/EXP) 300078 50 GSM X 161 MM X 1000 M,950.16,-15.84,-1.67%
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3555.022,OK/TAB/24/IX/00115,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB ASTEROIDS 20G/ID) TUTTI 326283 100 GSM X 110 MM X 700 M,1194.2,301,25.21%
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3555.022,OK/TAB/24/X/00101,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB ASTEROIDS 20G/ID) TUTTI 326283 100 GSM X 110 MM X 700 M,1505,72.8,4.84%
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3555.023,OK/TAB/24/IX/00221,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB SBRERRY 20DP20RL22.5G/MEA) 326324 100 GSM X 110 MM X 700 M,1073,349.2,32.54%
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3100.011,OK/TAB/24/X/00038,HEATSEAL FOIL PAPER/SILVER (AL SIW/MTS 11P 18DP14RL29G/ID) 300036 50 GSM X 132 MM X 1000 M,886.8,15.6,1.76%
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3555.025,OK/TAB/24/X/00163,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL  SOW/CHU BB STROBERI 20G/ID) 326280 100 GSM X 110 MM X 700 M,1667.1,358.1,21.48%
PT PERFETTI VAN MELLE INDONESIA,2024,11,124.3104.005,OK/TAB/24/X/00162,HEATSEAL FOIL PAPER/RED (AL SIW/MTS 11P 12DP24RL29G/RHODAMINE ) 300055 50 GSM X 132 MM X 1000 M,884.3,-15.7,-1.78%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.163,OK/TAB/24/XII/00039,CETAKAN PAPER/MIXED COLORS (PASOW/MENTOS MINT 8DP24RL37G/TH) 326230 80 GSM X 130 MM X 1000 M,1175.5,187.5,15.95%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.165,OK/TAB/24/XI/00205,CETAKAN PAPER/MIXED COLORS (PASOW/MENTOS GRAPE 8DP24RL37G/MY) 326231 80 GSM X 130 MM X 1000 M,1147.5,190.7,16.62%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.175,OK/TAB/24/XII/00045,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINT 8DP24RL37G/ID NEW HALAL) 326261 80 GSM X 130 MM X 1000 M,1275.8,287.8,22.56%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.177,OK/TAB/24/XI/00102,CETAKAN PAPER/MIXED COLORS (PASOW/MTS GRAPE 18DP14RL29G/ID) 326266 80 GSM X 100 MM X 1000 M,994,153.97,15.49%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.178,OK/TAB/24/XI/00098,CETAKAN PAPER/MIXED COLORS (PASOW/MTS FRUIT 18DP14RL29G/ID) 326264 80 GSM X 100 MM X 1000 M,1135,199,17.53%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.179,OK/TAB/24/XII/00089,CETAKAN PAPER/MIXED COLORS (PASOW/MTS RAINBOW 18DP14RL29G/ID) 326268 80 GSM X 100 MM X 1000 M,886,158,17.83%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.184,OK/TAB/24/XII/00088,CETAKAN PAPER/MIXED COLORS (PASOW/MTS RAINBOW YUZU 8DP24RL37G/ID) 326267 80 GSM X 130 MM X 1000 M,1401.5,163.9,11.69%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.185,OK/TAB/24/XI/00100,CETAKAN PAPER/MIXED COLORS (PASOW/MTS GRAPE 8DP24RL37G/ID) 326265 80 GSM X 130 MM X 1000 M,1221.7,160.9,13.17%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.189,OK/TAB/24/X/00100,CETAKAN PAPER/MIXED COLORS (PASOW/MTS STRAWBERRY 12DP24RL29G/SA YTF) 326273 80 GSM X 100 MM X 1000 M,497,73,14.69%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.191,OK/TAB/24/XI/00106,CETAKAN PAPER/MIXED COLORS (PASOW/MTS PEACH ORANGE 8DP24RL37G/ID) 326269 80 GSM X 130 MM X 1000 M,1226.2,227.8,18.58%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.192,OK/TAB/24/IX/00247,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINI RAINBOW 12JR70RL10G/ID) 326278 80 GSM X 42 MM X 1000 M,677.2,163.12,24.09%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.192,OK/TAB/24/X/00055,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINI RAINBOW 12JR70RL10G/ID) 326278 80 GSM X 42 MM X 1000 M,1422,118.32,8.32%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.192,OK/TAB/24/XI/00099,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINI RAINBOW 12JR70RL10G/ID) 326278 80 GSM X 42 MM X 1000 M,431.8,112.6,26.08%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.3555.012,OK/TAB/24/XI/00103,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB BLUEBERI 20G/ID) 326281 100 GSM X 110 MM X 700 M,1174,342.4,29.17%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.3555.015,OK/TAB/24/III/00258,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (PA SOW/CHU BB ASTEROIDS 20G/ID) 326283 TUTTI 100 GSM X 110 MM X 700 M,1096.6,388.2,35.40%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.202,OK/TAB/24/XI/00101,CETAKAN PAPER/MIXED COLORS (PA SOW/MENTOS RAINBOW 6DP40RL37G /SA NW DISTR) 326315 80 GSM X 130 MM X 1000 M,1238.6,250.6,20.23%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.207,OK/TAB/24/XII/00209,CETAKAN PAPER/MIXED COLORS (PA SOW/MENTOS MINT 16DP20RL37G /TR) 326306 80 GSM X 130 MM X 1000 M,1406.01,199.61,14.20%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.205,OK/TAB/24/XI/00206,CETAKAN PAPER/MIXED COLORS (PA SOW/MENTOS STRAWBERRY 16DP20RL37G /TR) 326322 80 GSM X 130 MM X 1000 M,1268.1,217.7,17.17%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.212,OK/TAB/24/XII/00212,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS MINT 8DP24RL37G/MY NDSGN) 326213 80 GSM X 130 MM X 1000 M,1148.9,150.5,13.10%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.209,OK/TAB/24/X/00342,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS MINT 8DP12RL29G/TH) 326304 80 GSM X 100 MM X 1000 M,355.88,123.88,34.81%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.3555.021,OK/TAB/24/VIII/00201,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB ASTEROIDS 20G/ID) 326285 PINEAPPLE 100 GSM X 110 MM X 700 M,589,188.6,32.02%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.3102.006,OK/TAB/24/XI/00176,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 14P 37G PROCESS BLUE/EXP) 300078 50 GSM X 161 MM X 1000 M,939,36.85,3.92%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.3102.006,OK/TAB/24/XII/00036,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 14P 37G PROCESS BLUE/EXP) 300078 50 GSM X 161 MM X 1000 M,1100,69.6,6.33%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.3555.025,OK/TAB/24/XI/00105,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL  SOW/CHU BB STROBERI 20G/ID) 326280 100 GSM X 110 MM X 700 M,1218.3,309.7,25.42%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.3555.024,OK/TAB/24/X/00167,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB ASTEROIDS 20G/ID MANGO) 326284 100 GSM X 110 MM X 700 M,982.5,258.7,26.33%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.0855.217,OK/TAB/24/XI/00192,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS RAINBOW 8DP24RL37G/MY) 326217 80 GSM X 130 MM X 1000 M,1202.8,246,20.45%
PT PERFETTI VAN MELLE INDONESIA,2024,12,124.3102.007,OK/TAB/24/XI/00107,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 11P 29G PROCESS BLUE/EXP) 300077 50 GSM X 132 MM X 1000 M,958.72,34.72,3.62%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.113,OK/TAB/24/XII/00211,CETAKAN PAPER/MIXED COLORS (W. MENTOS RAINBOW/THAI) 14P 8X24X37GR 301958 80 GSM X 130 MM X 1000 M,1209.4,294.2,24.33%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.163,OK/TAB/25/I/00166,CETAKAN PAPER/MIXED COLORS (PASOW/MENTOS MINT 8DP24RL37G/TH) 326230 80 GSM X 130 MM X 1000 M,1710,233.2,13.64%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.176,OK/TAB/25/I/00009,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINT 18DP14RL29G/ID) 326262 80 GSM X 100 MM X 1000 M,948.8,164.8,17.37%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.183,OK/TAB/24/XII/00207,CETAKAN PAPER/MIXED COLORS (PASOW/MTS FRUIT 8DP24RL37G/ID) 326263 80 GSM X 130 MM X 1000 M,1107.73,150.93,13.63%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.192,OK/TAB/25/I/00093,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINI RAINBOW 12JR70RL10G/ID) 326278 80 GSM X 42 MM X 1000 M,922.09,152.65,16.55%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.201,OK/TAB/25/I/00168,CETAKAN PAPER/MIXED COLORS (PA SOW/MENTOS TUTTI 6DP40RL37G /SA NW DISTR) 326314 80 GSM X 130 MM X 1000 M,753.8,244.2,32.40%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.199,OK/TAB/25/I/00094,CETAKAN PAPER/MIXED COLORS (PA SOW/MENTOS FRUIT 6DP40RL37G /SA NW DISTR) 326312 80 GSM X 130 MM X 1000 M,1228.47,178.07,14.50%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.206 ,OK/TAB/24/XII/00208,CETAKAN PAPER/MIXED COLORS (PA SOW/MENTOS FRUIT 16DP20RL37G /TR) 326321 80 GSM X 130 MM X 1000 M,1740.89,170.49,9.79%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.211,OK/TAB/24/XII/00213,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS FRUIT 29G/TH) 326317 80 GSM X 100 MM X 1000 M,536.54,144.54,26.94%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.210,OK/TAB/24/XII/00210,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS RAINBOW 29G/TH) 326318 80 GSM X 100 MM X 1000 M,1109.11,333.11,30.03%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.209,OK/TAB/25/I/00172,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS MINT 8DP12RL29G/TH) 326304 80 GSM X 100 MM X 1000 M,987,363,36.78%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.3555.020,OK/TAB/24/XII/00004,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB TUTTI FRUTTI 20G/ID) 326279 100 GSM X 110 MM X 700 M,2310.6,354.8,15.36%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.3100.011,OK/TAB/24/XI/00278,HEATSEAL FOIL PAPER/SILVER (AL SIW/MTS 11P 18DP14RL29G/ID) 300036 50 GSM X 132 MM X 1000 M,5054.08,219.18,4.34%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.0855.216,OK/TAB/24/XII/00214,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS MINT 8DP24RL37G/MY 631664) 326214 80 GSM X 130 MM X 1000 M,1325.8,306.6,23.13%
PT PERFETTI VAN MELLE INDONESIA,2025,1,124.3100.009,OK/TAB/24/XI/00108,HEATSEAL FOIL PAPER/SILVER (AL SIW/MTS MINI 12JR70RL10G/ID) 300029 50 GSM X 69 MM X 1000 M,948,15.6,1.65%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.186,OK/TAB/25/II/00181,CETAKAN PAPER/MIXED COLORS (PASOW/MTS TUTTI FRT 12DP24RL29G/SA) YTF 326274 80 GSM X 100 MM X 1000 M,1034,306,29.59%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.187,OK/TAB/25/II/00003,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINT 12DP24RL29G/SA YTF) 326271 80 GSM X 100 MM X 1000 M,946.8,226.8,23.95%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.187,OK/TAB/25/II/00180,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINT 12DP24RL29G/SA YTF) 326271 80 GSM X 100 MM X 1000 M,1077,237,22.01%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.189,OK/TAB/25/II/00080,CETAKAN PAPER/MIXED COLORS (PASOW/MTS STRAWBERRY 12DP24RL29G/SA YTF) 326273 80 GSM X 100 MM X 1000 M,891.9,107.9,12.10%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.190,OK/TAB/25/II/00082,CETAKAN PAPER/MIXED COLORS (PASOW/MTS FRUIT 12DP24RL29G/SA YTF) 326272 80 GSM X 100 MM X 1000 M,910.1,174.1,19.13%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.192,OK/TAB/25/II/00081,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINI RAINBOW 12JR70RL10G/ID) 326278 80 GSM X 42 MM X 1000 M,397.4,47.96,12.07%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.198,OK/TAB/25/II/00201,CETAKAN PAPER/MIXED COLORS (PA SOW/MENTOS MINT 6DP40RL37G /SA NW DISTR) 326311 80 GSM X 130 MM X 1000 M,1300.7,271.1,20.84%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.3100.008,OK/TAB/24/XI/00175,HEATSEAL FOIL PAPER/SILVER (AL SIW/MTS 14P 8DP24RL37G/ID) 300032 50 GSM X 160 MM X 1000 M,3696.82,81.62,2.21%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.3100.008,OK/TAB/24/XII/00205,HEATSEAL FOIL PAPER/SILVER (AL SIW/MTS 14P 8DP24RL37G/ID) 300032 50 GSM X 160 MM X 1000 M,936,0,0.00%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.3100.011,OK/TAB/24/XII/00134,HEATSEAL FOIL PAPER/SILVER (AL SIW/MTS 11P 18DP14RL29G/ID) 300036 50 GSM X 132 MM X 1000 M,2468.02,-165.38,-6.70%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.3104.004,OK/TAB/25/I/00199,HEATSEAL FOIL PAPER/RED (AL SIW/MTS 11P 12DP24RL29G/MENA RED ) 300056 50 GSM X 132 MM X 1000 M,630,36,5.71%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.3102.007,OK/TAB/25/I/00201,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 11P 29G PROCESS BLUE/EXP) 300077 50 GSM X 132 MM X 1000 M,665,44.67,6.72%
PT PERFETTI VAN MELLE INDONESIA,2025,2,123.0855.267,OK/TAB/25/II/00005,BSJ CETAKAN PAPER/MC. (PA SOW/CHU BB TUTTI FRUTTI 20G/ID) 326279 70 GSM X 460 MM,2040.07,244.88,12.00%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.220,OK/TAB/25/I/00176,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS FRUIT 8DP24RL37G/TH) 301842 80 GSM X 130 MM X 1000 M,1134.9,146.9,12.94%
PT PERFETTI VAN MELLE INDONESIA,2025,2,124.0855.222,OK/TAB/25/II/00004,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS RAINBOW 8DP12BT37G/TH) 301958 80 GSM X 130 MM X 1000 M,1484,256.8,17.30%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.0855.163,OK/TAB/25/II/00242,CETAKAN PAPER/MIXED COLORS (PASOW/MENTOS MINT 8DP24RL37G/TH) 326230 80 GSM X 130 MM X 1000 M,1248.3,135.5,10.85%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.0855.189,OK/TAB/25/II/00343,CETAKAN PAPER/MIXED COLORS (PASOW/MTS STRAWBERRY 12DP24RL29G/SA YTF) 326273 80 GSM X 100 MM X 1000 M,987.3,203.3,20.59%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3555.020,OK/TAB/25/I/00143,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB TUTTI FRUTTI 20G/ID) 326279 100 GSM X 110 MM X 700 M,3395.19,553.89,16.31%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3102.006,OK/TAB/24/XII/00206,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 14P 37G PROCESS BLUE/EXP) 300078 50 GSM X 161 MM X 1000 M,1507,-44.66,-2.96%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3102.006,OK/TAB/25/II/00200,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 14P 37G PROCESS BLUE/EXP) 300078 50 GSM X 161 MM X 1000 M,1033,-39.9,-3.86%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3555.022,OK/TAB/25/III/00042,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB ASTEROIDS 20G/ID) TUTTI 326283 100 GSM X 110 MM X 700 M,1048.2,147.3,14.05%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3103.002,OK/TAB/24/XII/00219,HEATSEAL FOIL PAPER/GREEN (AL SIW/MTS 14P 8DP24RL37G/MY) GREEN 300051 50 GSM X 161 MM X 1000 M,1504.15,111.5,7.41%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3555.025,OK/TAB/25/II/00006,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL  SOW/CHU BB STROBERI 20G/ID) 326280 100 GSM X 110 MM X 700 M,845.95,249.31,29.47%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3104.005,OK/TAB/25/II/00102,HEATSEAL FOIL PAPER/RED (AL SIW/MTS 11P 12DP24RL29G/RHODAMINE ) 300055 50 GSM X 132 MM X 1000 M,848.86,31.98,3.77%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3102.007,OK/TAB/25/II/00007,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 11P 29G PROCESS BLUE/EXP) 300077 50 GSM X 132 MM X 1000 M,903.13,124.33,13.77%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.0855.218,OK/TAB/25/II/00277,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS MINT 8DP24RL37G/ID NF) 326334 80 GSM X 130 MM X 1000 M,1274,171.6,13.47%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.0855.223,OK/TAB/25/II/00198,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS SOUR MIX 8DP24RL37G/TH)  326140 80 GSM X 130 MM X 1000 M,1153.5,186.3,16.15%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.3555.026,OK/TAB/25/II/00199,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB TUTTI 20DP20RL22.5G/MEA) 326323 100 GSM X 110 MM X 700 M,977,284,29.07%
PT PERFETTI VAN MELLE INDONESIA,2025,3,124.0855.224,OK/TAB/25/II/00406,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS RAINBOW 12JR70RL10G/ID NMD) 326347 80 GSM X 42 MM X 1000 M,465.3,112.5,24.18%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.143,OK/TAB/25/I/00167,CETAKAN PAPER/MIXED COLORS (WRAPPER MENTOS SOUR MIX MY) 326216 ND 80 GSM X 130 MM X 1000 M,1323.3,262.5,19.84%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.163,OK/TAB/25/III/00288,CETAKAN PAPER/MIXED COLORS (PASOW/MENTOS MINT 8DP24RL37G/TH) 326230 80 GSM X 130 MM X 1000 M,2205.4,229.4,10.40%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.187,OK/TAB/25/III/00251,CETAKAN PAPER/MIXED COLORS (PASOW/MTS MINT 12DP24RL29G/SA YTF) 326271 80 GSM X 100 MM X 1000 M,967.6,183.6,18.97%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.188,OK/TAB/25/III/00212,CETAKAN PAPER/MIXED COLORS (PASOW/MTS RAINBOW 12DP24RL29G/SA YTF) 326275 80 GSM X 100 MM X 1000 M,439,63,14.35%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.190,OK/TAB/25/IV/00071,CETAKAN PAPER/MIXED COLORS (PASOW/MTS FRUIT 12DP24RL29G/SA YTF) 326272 80 GSM X 100 MM X 1000 M,938.5,194.5,20.72%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3555.012,OK/TAB/24/XII/00037,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB BLUEBERI 20G/ID) 326281 100 GSM X 110 MM X 700 M,1123.28,307.08,27.34%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3555.012,OK/TAB/25/I/00070,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB BLUEBERI 20G/ID) 326281 100 GSM X 110 MM X 700 M,3000.4,985.42,32.84%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.200,OK/TAB/25/III/00115,CETAKAN PAPER/MIXED COLORS (PA SOW/MENTOS SBERRY 6DP40RL37G /SA NW DISTR) 326313 80 GSM X 130 MM X 1000 M,1175.6,198,16.84%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.210,OK/TAB/25/III/00287,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS RAINBOW 29G/TH) 326318 80 GSM X 100 MM X 1000 M,937,81,8.64%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.209,OK/TAB/25/IV/00077,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS MINT 8DP12RL29G/TH) 326304 80 GSM X 100 MM X 1000 M,1196.5,244.5,20.43%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3205.003,OK/TAB/25/III/00246,PAPER PE + SILICONE/WHITE (PA IW/CHU BIG BABOL 20G/ID) 302010 60 GSM X 41 MM X 1250 M,7320.92,313.92,4.29%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3555.020,OK/TAB/25/III/00183,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB TUTTI FRUTTI 20G/ID) 326279 100 GSM X 110 MM X 700 M,1751,211,12.05%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3102.006,OK/TAB/25/III/00182,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 14P 37G PROCESS BLUE/EXP) 300078 50 GSM X 161 MM X 1000 M,1218.85,35.5,2.91%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3555.023,OK/TAB/25/III/00116,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL SOW/CHU BB SBRERRY 20DP20RL22.5G/MEA) 326324 100 GSM X 110 MM X 700 M,919.6,149.6,16.27%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.216,OK/TAB/25/IV/00091,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS MINT 8DP24RL37G/MY 631664) 326214 80 GSM X 130 MM X 1000 M,777.7,112.1,14.41%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3104.004,OK/TAB/25/III/00016,HEATSEAL FOIL PAPER/RED (AL SIW/MTS 11P 12DP24RL29G/MENA RED ) 300056 50 GSM X 132 MM X 1000 M,755.47,42.67,5.65%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3555.025,OK/TAB/24/XII/00038,CETAKAN FOIL PAPER HOTMELT/MIXED COLORS (AL  SOW/CHU BB STROBERI 20G/ID) 326280 100 GSM X 110 MM X 700 M,1387,146.12,10.53%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.217,OK/TAB/25/IV/00066,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS RAINBOW 8DP24RL37G/MY) 326217 80 GSM X 130 MM X 1000 M,785.2,140.4,17.88%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3102.007,OK/TAB/25/III/00249,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 11P 29G PROCESS BLUE/EXP) 300077 50 GSM X 132 MM X 1000 M,1218,56.4,4.63%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.3102.007,OK/TAB/25/IV/00067,HEATSEAL FOIL PAPER/BLUE (AL SIW/MTS MINT 11P 29G PROCESS BLUE/EXP) 300077 50 GSM X 132 MM X 1000 M,105.6,0,0.00%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.218,OK/TAB/25/III/00192,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS MINT 8DP24RL37G/ID NF) 326334 80 GSM X 130 MM X 1000 M,1391.1,195.1,14.02%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.220,OK/TAB/25/IV/00056,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS FRUIT 8DP24RL37G/TH) 301842 80 GSM X 130 MM X 1000 M,1477.3,229.3,15.52%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.221,OK/TAB/25/IV/00143,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS FRUIT 8DP24RL37G /MY) 326215 80 GSM X 130 MM X 1000 M,750,282,37.60%
PT PERFETTI VAN MELLE INDONESIA,2025,4,124.0855.222,OK/TAB/25/III/00190,CETAKAN PAPER/MIXED COLORS (PA SOW/MTS RAINBOW 8DP12BT37G/TH) 301958 80 GSM X 130 MM X 1000 M,1336.9,151.3,11.32%
